id_str,name,created,loc,mentions,hashtags,text
959592464964313088,MariaLeyba22,2018-02-03 01:00:46,Dominican Republic,[],[],"b""Come on, come on, turn the radio on it's friday night and SADLY I'M AT HOME\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb5 \xf0\x9f\x99\x84\xf0\x9f\x98\xa9"""
959592464905592839,GlitchDeity,2018-02-03 01:00:46,,[],[],"b""Resident Evil 7 is really good actually. It's been getting better as I go. I'm definitely glad I finally decided to\xe2\x80\xa6 https://t.co/e1FDWxkl3R"""
959592462909100033,EmilyRebeccaBC,2018-02-03 01:00:46,"Philadelphia, PA",[],[],b'Extremely fucking closet cosplay of Molly as I work on the real one. \n\nMostly because I was cold and both my wig an\xe2\x80\xa6 https://t.co/rMW9L5TcFQ'
959592464918212610,ccaot,2018-02-03 01:00:46,HQ:San Diego ca,[],[],b'alexslord Thanks for following me please feel free to RT anything you like of mine! https://t.co/AWOuatws3D'
959592464913977344,pauliba5326,2018-02-03 01:00:46,,[],"[{'text': 'social_media', 'indices': [80, 93]}]",b'Google has quietly begun testing a new hyperlocal news platform called Bulletin #social_media\xe2\x80\xa6 https://t.co/N716MEZtHr'
959592465396269056,the_PastelPrinc,2018-02-03 01:00:46,In a cave pirating wifi,[],[],b'AM LIVE! Come Join the Adventures of FFX and the Besidaid Aurochs with me! https://t.co/0yJhkw7UaB'
959592459440394240,LisaSchrader,2018-02-03 01:00:45,Northern California,[],[],"b'Fluid, flowing, raging, ebbing, ever-changing:\nthe feminine in us moves like water.\n\nAnd let us remember that nothi\xe2\x80\xa6 https://t.co/IBVSoBszY5'"
959592465434140672,ouatkana,2018-02-03 01:00:46,kana van gang™,[],[],"b'lemme just say this;\nwhen kate announced lukes death, she was sad, she was shaking, the person who comforted her wa\xe2\x80\xa6 https://t.co/xq8Bt6vC49'"
959592464569942019,katheri66328928,2018-02-03 01:00:46,,[],[],"b""31 Crypto Exchanges have since 2011 been hacked... \xf0\x9f\x95\xb5\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x95\xb5\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\nDon't get your coins stolen in the 32nd hack!\n\nJoin\xe2\x80\xa6 https://t.co/v0wn4LbWFx"""
959592465840951296,Monitor_sur,2018-02-03 01:00:46,"Los Angeles, CA","[{'screen_name': 'Monitor_sur', 'name': 'JUST PURE INFORMATION   ""The best way""', 'id': 2336949294, 'id_str': '2336949294', 'indices': [0, 12]}, {'screen_name': 'nprpolitics', 'name': 'NPR Politics', 'id': 5741722, 'id_str': '5741722', 'indices': [13, 25]}]","[{'text': 'LookingForNews', 'indices': [26, 41]}]","b'@monitor_sur @nprpolitics #LookingForNews&gt;&gt;&gt; NPR POLITICS NPR journalists who cover the Justice Department, the Whi\xe2\x80\xa6 https://t.co/sVxPnicnw0'"
959592465987723265,DANICARIOKINHA,2018-02-03 01:00:46,"ÜT: 40.865232,-73.057009",[],"[{'text': 'plantlover', 'indices': [82, 93]}]","b""This year I decided to fill my house with plants, I'm almost there ... \xf0\x9f\x8c\xbf\xe2\x98\x98\xef\xb8\x8f\xf0\x9f\x8d\x80\xf0\x9f\x8c\xb1\xf0\x9f\x8c\xb5\xf0\x9f\x8d\x83\xf0\x9f\x8c\xb1 \n\n#plantlover\xe2\x80\xa6 https://t.co/SU89JKAhy1"""
959592465417334784,bayjmas,2018-02-03 01:00:46,KY,[],[],b'I didn\xe2\x80\x99t even expect this to get over 100 retweets \xf0\x9f\x98\x82\xf0\x9f\x98\xad https://t.co/CJzeJrE4uW'
959592466033803265,jasmine_jay13,2018-02-03 01:00:46,"Chicago, IL","[{'screen_name': 'MShanell_', 'name': 'Kae💍', 'id': 2260732184, 'id_str': '2260732184', 'indices': [0, 10]}]",[],b'@MShanell_ Ok i think we both need to log out for a week \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
959592466021273602,gcalfrobe,2018-02-03 01:00:46,"Syracuse, NY",[],"[{'text': 'YoMemoJokes', 'indices': [77, 89]}]","b'Yo memo is partially deaf, when she hears someone fart she says \xe2\x80\x9cbless you!\xe2\x80\x9d #YoMemoJokes'"
959592466042228742,TiteanaRector,2018-02-03 01:00:46,,[],[],b'I gotta get my boys something for valentines \xe2\x9d\xa4\xef\xb8\x8f'
959592466058891271,Shizurion,2018-02-03 01:00:46,"Selangor, Malaysia","[{'screen_name': 'manda_beauty_', 'name': 'emotional support peacock', 'id': 909572433551745024, 'id_str': '909572433551745024', 'indices': [0, 14]}]",[],b'@manda_beauty_ Congrats on getting the spot!! :D'
